Arabic Number,Text,source
٢٠٧,"ينشأ مجلس للآمن القومى برئاسة رئيس الجمهورية» وعضوية رئيس مجلس الوزراءء ورئيس مجلس النواب» ووزراء الدفاع. والداخلية, والخارجية. والمالية. والعدل» والصحة. والاتصالات» والتعليم» ورئيس المخابرات العامة» ورئيس لجنة الدفاع والأمن القومى بمجلس النواب. ويختص بإقرار استراتيجيات تحقيق أمن البلاد»ء ومواجهة حالات الكوارث؛ والأزمات بشتى أنواعهاء واتخاذ ما يلزم لاحتوائهاء» وتحديد مصادر الأخطار على الأمن القومى المصرى فى الداخلء والخارج: والإجراءات اللازمة للتصدى لها على المستويين الرسمى والشعبى. وللمجلس أن يدعو من يرى من ذوى الخبرة والاختصاص لحضور اجتماعه؛ دون أن يكون لهم صوت معدود. ويحدد القانون اختصاصاته الأخرىء. ونظام عمله. -86- ===== Page 93 ===== دستور جمهورية مصر العربية الباب الخامس: نظام الحكم الفصل الثامن: القوات المسلحة والشرطة الفرع الخامس الشرطة",constitution
٢٠٨,‎٠‏ س( الشرطة هيئة مدنية نظامية» فى خدمة الشعبء» وولاؤها له» وتكفل للمواطنين الطمأنينة والأمن» وتسهر على حفظ النظام العام» والآداب العامة» وتلتزم بما يفرضه عليها الدستور والقانون من واجباتء» واحترام حقوق الإنسان وحرياته الأساسية» وتكفل الدولة أداء أعضاء هيئة الشرطة لواجباتهم» وينظم القانون الضمانات الكفيلة بذلك.,constitution
٢٠٩,بُشكل مجلس أعلى للشرطة من بين أقدم ضباط هيئة الشرطة. ورئيس إدارة الفتوى المختص بمجلس الدولة» ويختص المجلس بمعاونة وزير الداخلية فى تنظيم هيئة الشرطة وتسيير شئون أعضائهاء ويحدد القانون اختصاصاته الأخرىء ويؤخذ رأيه فى أية قوانين تتعلق بها. -87- ===== Page 94 ===== دستور جمهورية مصر العربية الباب الخامس: نظام الحكم الفصل التاسع الهيئة الوطنية للانتخابات,constitution
٢١٠,‎٠‏ س( الهيئة الوطنية للانتخابات هيئة مستقلة. تخخقص دون غيرها بإدارة الاستفتاءات» والانتخابات الرئاسية» والنيابية» والمحلية» بدءا من إعداد قاعدة بيانات الناخبين وتحديثهاء واقتراح تفسيم الدوائر» وتحديد ضوابط وتيسير إجراءات تصويت المصريين المقيمين فى الخارجء» وغير ذلك من الإجراءات حتى إعلان النتيجة. وذلك كله على النحو الذى ينظمه القانون.,constitution
٢١١,يقوم على إدارة الهيئة الوطنية للانتخابات مجلس مكون من عشرة أعضاء يُنتدبون نديًا كلا بالتساوى من بين نواب رئيس محكمة النقض» الخاصة للجهات والهيئات القضائية المتقدمة بحسب الأحوال» من غير أعضائهاء ويصدر بتعيينهم قرار من رئيس الجمهورية. ويكون ندبهم للعمل بالهيئة ندب كلياً لدورة واحدة مدتها ست سنواتء» وتكون رئاستها لأقدم أعضائها من محكمة النقض. ويتجدد نصف عدد أعضاء المجلس كل ثلاث سنوات. 88 - ===== Page 95 ===== دستور جمهورية مصر العربية الباب الخامس: نظام الحدكم الفصل التاسع: الهيئة الوطنية للانتخابات وللهيئة أن تستعين بمن ترى من الشخصيات العامة المستقلة» حق التصويت. يكون للهيئة جهاز تنفيذى دائم يحدد القانون تشكيله» ونظام العمل به وحقوق وواجبات أعضائه وضماناتهم» بما يحقق لهم الحياد والاستقلال والنزاهة.,constitution
٢١٢,‎١‏ س( يتولى إدارة الاقتراع» والفرز فى الاستفتاءات» والانتخابات أعضاء تابعون للهيئة تحت إشراف مجلس إدارتهاء ولها أن تستعين بأعضاء من الهيئات القضائية. فى السنوات العشر التالية لتاريخ العمل بهذا الدستورء تحت إشراف كامل من أعضاء الجهات والهيئات القضائية» وذلك على النحو المبين بالقانون. وتختص المحكمة الإدارية العليا بالفصل فى الطعون على قرارات الهيئة المتعلقة بالاستفتاءات والانتخابات الرئاسية والنيابية ونتائجهاء ويكون الطعن على انتخابات المحليات أمام محكمة القضاء الإدارى. ويحدد القانون مواعيد الطعن على هذه القرارات على أن يتم الفصل فيه بحكم نهائى خلال عشرة أيام من تاريخ قيد الطعن. - 89 ===== Page 96 ===== دستور جمهورية مصر العربية الباب الخامس: نظام الحكم الفصل العاشر المجلس الأعلى لتنظيم الإعلام,constitution
٢١٣,‏ المجلس الأعلى لتنظيم الإعلام هيئة مستقلة تتمتع بالشخصية الاعتبارية والاستقلال الفني والمالى والإدارى» وموازنتها مستقلة. ويختص المجلس بتنظيم شئون الإعلام المسموع والمرئى» وتنظيم الصحافة المطبوعة. والرقمية. وغيرها. ويكون المجلس مسئولًا عن ضمان وحماية حرية الصحافة والإعلام المقررة بالدستور. والحفاظ على استقلالها وحيادها وتعدديتها لضمان التزام الصحافة ووسائل الإعلام بأصول المهنة وأخلاقياتهاء ومقتضيات الأمن القومى» وذلك على الوجه المبين فى القانون. يحدد القانون تشكيل المجلسء» ونظام عمله. والأوضاع الوظيفية بمجال عمله.,constitution
٢١٤,‏ الهيئة الوطنية للصحافة هيئة مستقلة» تقوم على إدارة المؤسسات واستقلالهاء وحيادهاء والتزامها بأداء مهنى» وإدارى» واقتصادى رشيد. - 90 - ===== Page 97 ===== دستور جمهورية مصر العربية الباب الخامس: نظام الحدكلم الفصل العاشر: المجلس الأعلى لتنظيم الإعلام ويحدد القانون تشكيل الهيئة» ونظام عملهاء والأوضاع الوظيفية ويُؤخذ رأى الهيئة فى مشروعات القوانين» واللوائح المتعلقة بمجال عملها.,constitution
٢١٥,‏ الهيئة الوطنية للإعلام هيئة مستقلة؛ تقوم على إدارة المؤسسات الإعلامية المرئية والإذاعية والرقمية المملوكة للدولة» وتطويرهاء وتنمية أصولهاء وضمان استقلالها وحيادهاء والتزامها بأداء مهنى. وإدارى» واقتصادى رشيد. ويحدد القانون تشكيل الهيئة» ونظام عملهاء والأوضاع الوظيفية ويُؤخذ رأى الهيئة فى مشروعات القوانين» واللوائح المتعلقة بمجال عملها. -91- ===== Page 98 ===== دستور جمهورية مصر العربية الباب الخامس: نظام الحكم الفصل الحادى عشر المجالس القومية والهيئات المستقلة والأجهزة الرقابية الفرع الأول المجالس القومية,constitution
٢١٦,‏ يحدد القانون المجالس القومية المستقلة» ومنها المجلس القومى لحقوق الإنسان» والمجلس القومى للمرأة» والمجلس القومى للطفولة والأمومة» والمجلس القومى للأشخاص ذوى الإعاقة» ويبين القانون كيفية تشكيل كل منهاء واختصاصاتهاء وضمانات استقلال وحياد أعضائهاء ولها الحق فى إبلاغ السلطات العامة عن أى انتهاك يتعلق بمجال عملها. وتتمتع تلك المجالس بالشخصية الاعتبارية والاستقلال الفنى والمالى والإدارىء» ويُؤخذ رأيها فى مشروعات القوانين» واللوائح المتعلقة بهاء وبمجال أعمالها. - 92 - ===== Page 99 ===== دستور جمهورية مصر العربية الباب الخامس: نظام الحدكلم الفصل الحادى عشر: المجالس القومية والهيئات المستقلة والأجهزة الرقابية الفرع الثانى الهيئنات المستقلة والأجهزة الرقابية,constitution
٢١٧,‏ يحدد القانون الهيئات المستقلة والأجهزة الرقابية. وتتمتع تلك الهيئنات والأجهزة بالشخصية الاعتبارية» والاستقلال الفنى والمالى بمجال عملها. وتعد من تلك الهيئات والأجهزة البنك المركزى والهيئة العامة للرقابة المالية» والجهاز المركزى للمحاسبات» وهيئة الرقابة الإدارية.,constitution
٢١٨,‏ يصدر بتشكيل كل هيئة مستقلة أو جهاز رقابى قانون» يحدد اختصاصاتهاء ونظام عملهاء وضمانات استقلالهاء والحماية اللازمة لأعضائهاء وسائر أوضاعهم الوظيفية» بما يكفل لهم الحياد والاستقلال. يعين رئيس الجمهورية رؤساء تلك الهيئات والأجهزة بعد موافقة مجلس النواب بأغلبية أعضائه لمدة أربع سنوات قابلة للتجديد لمرة واحدة» ولا يُعفى أي منهم من منصبه إلا فى الحالات المحددة بالقانون» ويُحظر عليهم ما يُحظر على الوزراء.,constitution
٢١٩,/1١؟)‏ تقدم الهيئات المستقلة والأجهزة الرقابية» تقارير سنوية إلى كل من رئيس الجمهورية» ومجلس النواب» ورئيس مجلس الوزراءء فور صدورها. 93 - ===== Page 100 ===== دستور جمهورية مصر العربية الباب الخامس: نظام الحدكلم الفصل الحادى عشر: المجالس القومية والهيئات المستقلة والأجهزة الرقابية وعلى مجلس النواب أن ينظرهاء ويتخذ الإجراء المناسب حيالها فى مدة لا تجاوز أربعة أشهر من تاريخ ورودها إليه» وتنشر هذه التقارير على الرأى العام. وتبلغ الهيئات المستقلة والأجهزة الرقابية» سلطات التحقيق المختصة بما تكتشفه من دلائل على ارتكاب مخالفاتء أو جرائم» وعليها أن تتخذ اللازم حيال تلك التقارير خلال مدة محددة»: وذلك كله وفقًا لأحكام القانون.,constitution
٢٢٠,/7١؟)‏ تلتزم الدولة بمكافحة الفساد» ويحدد القانون الهيئات المستقلة والأجهزة الرقابية المختصة بذلك. وتلتزم الهيئات والأجهزة الرقابية المختصة بالتنسيق فيما بينها فى مكافحة الفساد» وتعزيز قيم النزاهة والشفافية» ضماناً لحسن أداء الوظيفة العامة والحفاظ على المال العام» ووضع ومتابعة تنفيذ الاستراتيجية الوطنية لمكافحة الفساد بالمشاركة مع غيرها من الهيئات والأجهزة المعنية» وذلك على النحو الذى ينظمه القانون.,constitution
٢٢١,‏ يتولى الجهاز المركزى للمحاسبات الرقابة على أموال الدولة؛ والأشخاص الاعتبارية العامة» والجهات الأخرى التى يحددها القانون» ومراقبة تنفيذ الموازنة العامة للدولة والموازنات المستقلة» ومراجعة حساباتها الختامية. - 94 - ===== Page 101 ===== دستور جمهورية مصر العربية الباب الخامس: نظام الحدكلم الفصل الحادى عشر: المجالس القومية والهيئات المستقلة والأجهزة الرقابية,constitution
٢٢٢,يختص البنك المركزى بوضع السياسات النقدية والائتمانية والمصرفية» ويشرف على تنفيذهاء ومراقبة أداء الجهاز المصرفىء وله واستقرار الأسعار فى إطار السياسة الاقتصادية العامة للدولة» على النحو الذى ينظمه القانون.,constitution
٢٢٣,‏ تختص الهيئة العامة للرقابة المالية بالرقابة والإشراف على الأسواق والأدوات المالية غير المصرفية» بما فى ذلك أسواق رأس والتأجير التمويلى» والتخصيم والتوريق» وذلك على النحو الذى ينظمه القانون. 95- ===== Page 102 ===== دستور جمهورية مصر العربية الباب السادس الأحكام العامة والانتقالية1),constitution
٢٢٤,‎١‏ س( مدينة القاهرة عاصمة جمهورية مصر العربية.,constitution
٢٢٥,"‎١‏ س( العلم الوطنى لجمهورية مصر العربية مكون من ثلاثة ألوان هى الأسود, والأبيض» والأحمرء وبه نسر مأخوذ عن ""نسر صلاح الدين"" باللون الأصفر الذهبىء ويحدد القانون شعار الجمهورية» وأوسمتهاء وشاراتهاء وخاتمهاء ونشيدها الوطنى. وإهانة العلم المصرى جريمة يعاقب عليها القانون.",constitution
٢٢٦,المقررة فى الدستور. وتلتزم الدولة بإصدار القوانين المنفذة لأحكام هذا الدستور.,constitution
٢٢٧,تنشر القوانين فى الجريدة الرسمية خلال خمسة عشر يوماً من تاريخ إصدارهاء ويُعمل بها بعد ثلاثين يوماً من اليوم التالى لتاريخ نشرهاء إلا إذا حددت لذلك ميعاداً آخر. (1) خُذف عنوانا الفصلين الأول والثانى من هذا الباب بموجب الاستفتاء على تعديل الدستور الذى أجرى بالخارج أيام: 19» ‎١20‏ 21» وبالداخل أيام: 20» ‎١21‏ 22» من إبريل سنة 2019. -96- ===== Page 103 ===== دستور جمهورية مصر العربية الباب السادس: الأحكام العامة والانتقالية ولا تسرى أحكام القوانين إلا على ما يقع من تاريخ العمل بهاء ومع ذلك يجوز فى غير المواد الجنائية والضريبية» النص فى القانون على خلاف ذلكء بموافقة أغلبية ثلثي أعضاء مجلس النواب.,constitution
٢٢٨,‏ لرئيس الجمهورية» أو لحُمس أعضاء مجلس النواب» طلب تعديل,constitution
٢٢٩,ُذكر فى الطلب المواد المطلوب تعديلهاء وأسباب التعديل. وفى جميع الأحوال؛ يناقش مجلس النواب طلب التعديل خلال ثلاثين يوماً من تاريخ تسلمه» ويصدر المجلس قراره بقبول طلب التعديل كليً» أو جزئياً بأغلبية أعضائه. وإذا رُفض الطلب لا يجوز إعادة طلب تعديل المواد ذاتها قبل حلول دور الانعقاد التالى. وإذا وافق المجلس على طلب التعديل» يناقش نصوص المواد المطلوب تعديلها بعد ستين يوماً من تاريخ الموافقة» فإذا وافق على التعديل ثلثا عدد أعضاء المجلسء عْرِضَ على الشعب لاستفتائه عليه خلال ثلاثين يوماً من تاريخ صدور هذه الموافقة» ويكون التعديل نافذاً للمشاركين فى الاستفتاء. وفى جميع الأحوال؛ لا يجوز تعديل النصوص المتعلقة بإعادة انتخاب رئيس الجمهورية» أو بمبادئ الحرية» أو المساواة» ما لم يكن التعديل متعلقاً بالمزيد من الضمانات. -97/7- ===== Page 104 ===== دستور جمهورية مصر العربية الباب السادس: الأحكام العامة والانتقالية,constitution
٢٣٠,/1؟؟) يشكل الدستور بديباجته وجميع نصوصه نسيجاً مترابطاً» وكلاً لا يتجزأء وتتكامل أحكامه فى وحدة عضوية متماسكة.,constitution
٢٣١,/؟؟) تتولى اللجنة العليا للانتخابات» ولجنة الانتخابات الرئاسية القائمتين فى تاريخ العمل بالدستورء الإشراف الكامل على أول انتخابات تشريعية» ورئاسية تالية للعمل به» وتؤول إلى الهيئة الوطنية للانتخابات فور تشكيلها أموال اللجنتين.,constitution
٢٣٢,تكون انتخابات مجلس النواب التالية لتاريخ العمل بالدستور وفقاً لأحكام المادة ‎)٠١7(‏ منه.,constitution
٢٣٣,يجرى انتخاب رئيس الجمهورية أو مجلس النواب وفقا لما ينظمه القانون على أن تبدأ إجراءات الانتخابات الأولى منها خلال مدة لا تقل عن ثلاثين يوما ولا تتجاوز التسعين يوما من تاريخ العمل بالدستور. وفى جميع الأحوال تبدأ الإجراءات الانتخابية التالية خلال مدة لا تجاوز ستة أشهر من تاريخ العمل بالدستور.,constitution
٢٣٤,‏ تبدأ مدة الرئاسة التالية للعمل بهذا الدستور من تاريخ إعلان النتيجة النهاتية للانتخابات. - 98 - ===== Page 105 ===== دستور جمهورية مصر العربية الباب السادس: الأحكام العامة والانتقالية,constitution
٢٣٥,يستمر رئيس الجمهورية المؤقت فى مباشرة السلطات المقررة لرئيس الجمهورية فى الدستور حتى أداء رئيس الجمهورية المنتخب اليمين الدستورية.,constitution
٢٣٦,إذا قام مانع مؤقت يحول دون مباشرة رئيس الجمهورية المؤقت ألسلطاته» حل محله رئيس مجلس الوزراء. وعند خلو منصب رئيس الجمهورية المؤقت للاستقالة. أو الوفاة» أو العجز الدائم عن العملء أو لأى سبب آخرء حل محله بالصلاحيات ذاتها أقدم نواب رئيس المحكمة الدستورية العليا.,constitution
٢٣٧,يكون تعيين وزير الدفاع بعد موافقة المجلس الأعلى للقوات المسلحة.,constitution
٢٣٨,يصدر مجلس النواب فى أول دور انعقاد له بعد العمل بهذا الدستور قانونا لتنظيم بناء وترميم الكنائسء بما يكفل حرية ممارسة المسيحيين لشعائرهم الدينية. (1) مستبدلة بموجب الاستفتاء على تعديل الدستور الذى أجرى بالخارج أيام: 19» ‎١20‏ 21» وبالداخل أيام: 20» 1 22 من إبريل سنة 2019. - 99 - ===== Page 106 ===== دستور جمهورية مصر العربية الباب السادس: الأحكام العامة والانتقالية,constitution
٢٣٩,"الشاملة للمناطق الحدودية والمحرومة. ومنها الصعيد وسيناء ومطروح ومناطق النوبة» وذلك بمشاركة أهلها فى مشروعات التنمية وفى أولوية الاستفادة منهاء مع مراعاة الأنماط الثقافية والبيئية للمجتمع المحلى, خلال عشر سنوات من تاريخ العمل بهذا الدستورء وذلك على النحو الذى ينظمه القانون. وتعمل الدولة على وضع وتنفيذ مشروعات تعيد سكان النوبة إلى مناطقهم الأصلية وتنميتها خلال عشر سنواتء وذلك على النحو الذى ينظمه القانون.",constitution
٢٤٠,مصادر تمويله باعتباره تهديداً للوطن والمواطنين» مع ضمان الحقوق وينظم القانون أحكام وإجراءات مكافحة الإرهاب والتعويض,constitution
٢٤١,/*7؟) تضمن الدولة تنفيذ التزامها بتخصيص الحد الأدنى لمعدلات الإنفاق الحكومى على التعليم» والتعليم العالى» والصحة؛ والبحث العلمى المقررة فى هذا الدستور تدريجياً اعتباراً من تاريخ العمل به. على أن تلتزم به كاملا فى موازنة الدولة للسنة المالية /1١5١٠؟5/5١١5.‏ - 100 - ===== Page 107 ===== دستور جمهورية مصر العربية الباب السادس: الأحكام العامة والانتقالية وتلتزم الدولة بمد التعليم الإلزامى حتى تمام المرحلة الثانوية بطريقة تدريجية تكتمل فى العام الدراسى /1١1١؟/5١0١5.‏,constitution
٢٤٢,يصدر مجلس النواب قانونا بتنظيم قواعد ندب القضاة وأعضاء الجهات والهيئات القضائية؛ بما يضمن إلغاء الندب الكلى والجزئى لغير الجهات القضائية أو اللجان ذات الاختصاص القضائى أو لإدارة شئون العدالة أو الإشراف على الانتخابات» وذلك خلال مدة لا تتجاوز خمس,constitution
٢٤٣,تكفل الدولة توفير الإمكانيات المادية والبشرية المتعلقة باستئناف الأحكام الصادرة فى الجنايات» وذلك خلال عشر سنوات من تاريخ العمل بهذا الدستورء وينظم القانون ذلك.,constitution
٢٤٤,‏ بإصدار قانون للعدالة الانتقالية يكفل كشف الحقيقة» والمحاسبة» واقتراح أطر المصالحة الوطنية» وتعويض الضحاياء وذلك وفقاً للمعايير الدولية.,constitution
٢٤٥,‎4١(‏ ؟ مكرراً)1) تنتهى مدة رئيس الجمهورية الحالى بانقضاء ست سنوات من تاريخ إعلان انتخابه رئيساً للجمهورية فى ‎27١١‏ ويجوز إعادة انتخابه لمرة تالية. (1) مضافة بموجب الاستفتاء على تعديل الدستور الذى أجرى بالخارج أيام: 19» 20» 21» وبالداخل أيام: 20» 1 22 من إبريل سنة 2019. -101 - ===== Page 108 ===== دستور جمهورية مصر العربية الباب السادس: الأحكام العامة والانتقالية,constitution
٢٤٦,يستمر العمل بنظام الإدارة المحلية القائم إلى أن يتم تطبيق النظام المنصوص عليه فى الدستور بالتدريج خلال خمس سنوات من تاريخ,constitution
٢٤٧,نفاذه» ودون إخلال بأحكام  ‎١1٠١‏ ) من هذا الدستور.,constitution
٢٤٨,‏ تعمل الدولة على تمثيل العمال والفلاحين تمثيلآً ملائماً فى مجلس النواب» وذلك على النحو الذى يُحدده القانون.,constitution
٢٤٩,تعمل الدولة على تمثيل الشباب والمسيحيين والأشخاص ذوى الإعاقة والمصريين المقيمين فى الخارج تمثيلآ ملائماً فى مجلس النواب» وذلك على النحو الذى يحدده القانون.,constitution
٢٥٠,,constitution
٢٥١,يسرى حكم الفقرة الأولى من  ‎٠١7‏ المعدلة اعتباراً من الفصل التشريعى التالى للفصل القائم.,constitution
٢٥٢,ينقل العاملون بمجلس الشورى الموجودون بالخدمة فى تاريخ العمل بالدستور إلى مجلس النواب» بذات درجاتهم» وأقدمياتهم التى يشغلونها فى هذا التاريخ» ويُحتفظ لهم بالمرتبات» والبدللات» والمكافآات» وسائر الحقوق المالية المقررة لهم بصفة شخصية» وتؤول إلى مجلس النواب أموال مجلس الشورى كاملة. (1)؛ (2) مستبدلتان بموجب الاستفتاء على تعديل الدستور الذى أجرى بالخارج أيام: 19 220 21» وبالداخل أيام: 0 221 22 من إبريل سنة 2019. (© مضافة بموجب الاستفتاء على تعديل الدستور الذى أجرى بالخارج أيام: 19» ‎١20‏ 21» وبالداخل أيام: 220 21» 2 من إبريل سنة 2019. - 102 - ===== Page 109 ===== دستور جمهورية مصر العربية الباب السادس: الأحكام العامة والانتقالية,constitution
٢٥٣,"‎,:٠١ 5‏ والإعلان الدستورى الصادر فى الثامن من يوليو سنة ؟5١1١5,‏ 5 ولم تتناولها هذه الوثيقة الدستورية تعتبر ملغاة من تاريخ العمل بهاء ويبقى نافذاً ما ترتب عليها من آثار.",constitution
٢٥٤,يُعمل بهذه الوثيقة الدستورية من تاريخ إعلان موافقة الشعب عليها فى الاستفتاء» وذلك بأغلبية عدد الأصوات الصحيحة للمشاركين فيه. - 103 - ===== Page 110 ===== دستور جمهورية مصر العربية الباب السابع مجلس الشيوخ(1),constitution
٢٥٥,يختص مجلس الشيوخ بدراسة واقتراح ما يراه كفيلاً بتوسيد دعائم الديمقراطية» ودعم السلام الاجتماعى والمقومات الأساسية للمجتمع الديموقراطى؛ وتوسيع مجالاته.,constitution
٢٥٦,يؤخذ رأى مجلس الشيوخ فيما يأتى:,constitution
٢٥٧,- الاقتراحات الخاصة بتعديل . - معاهدات الصلح والتحالف وجميع المعاهدات التى تتعلق بحقوق السيادة. - مشروعات القوانين ومشروعات القوانين المكملة للدستور التى تحال إليه من رئيس الجمهورية أو مجلس النواب. - ما يحيله رئيس الجمهورية إلى المجلس من موضوعات تتصل بالسياسة العامة للدولة أو بسياستها فى الشئون العربية أو الخارجية. ويبلغ المجلس رأيه فى هذه الأمور إلى رئيس الجمهورية ومجلس النواب. () مضاف بموجب الاستفتاء على تعديل الدستور الذى أجرى بالخارج أيام: 19» ‎١20‏ 21» وبالداخل أيام: 220 21» 2 من إبريل سنة 2019. - 104 - ===== Page 111 ===== دستور جمهورية مصر العربية الباب السابع مجلس الشيوخ,constitution
٢٥٨,يُشكل مجلس الشيوخ من عدد من الأعضاء يُحدده القانون على ألا يقل عن ‎)١٠١(‏ عضوا. وتكون مدة عضوية مجلس الشيوخ خمس سنوات» تبدأ من تاريخ أول اجتماع له» ويجرى انتخاب المجلس الجديد خلال الستين يوماً وينتخب ثلثا أعضائه بالاقتراع العام السرى المباشرء ويعين رئيس الجمهورية الثلث الباقى. ويجرى انتخاب وتعيين أعضاء مجلس الشيوخ على النحو الذى ينظمه القانون.,constitution
٢٥٩,‏ يشترط فيمن يترشح لعضوية مجلس الشيوخ أو من يعين فيه أن جامعى أو ما يعادله على الأقل» وألا تقل سنه يوم فتح باب الترشح عن خمس وثلاثين سنة ميلادية. ويبين القانون شروط الترشح الأخرى. ونظام الانتخاب» وتفسيم الدوائر الانتخابية» بما يُراعى التمثيل العادل للسكان والمحافظات؛: ويجوز الأخذ بالنظام الانتخابى الفردىء أو القائمة» أو الجمع بأى نسبة,constitution
٢٦٠,لا يجوز الجمع بين عضوية مجلس الشيوخ وعضوية مجلس النواب. - 105 - ===== Page 112 ===== دستور جمهورية مصر العربية الباب السابع مجلس الشيوخ,constitution
٢٦١,رئيس مجلس الوزراء ونوابه والوزراء وغيرهم من أعضاء الحكومة غير مسئولين أمام مجلس الشيوخ.,constitution
٢٦٢,تسرى فى شأن مجلس الشيوخ الأحكام الواردة بالدستور فى المواد ل ل ل ل ل ا ا ل ل لل ات ادا ‎/١5١(.5٠6١ 15 18115١6 64‏ فقرة ‎2١‏ 5)ء ‎٠3307175 135‏ . وذلك فيما لا يتعارض مع الأحكام الواردة فى هذا الباب» وعلى أن يباشر الاختصاصات المقررة فى المواد المذكورة مجلس الشيوخ ورئيسه. - 106 - ===== Page 113 ===== دستور جمهورية مصر العربية الفهرس ديياجة وثيقة المملون............. ا 1 | الياب الآول: القولة...................-.. 6-10 6000 | الباب الثانى: المقومات الأساسية للمجتمع....... | 7 - 50 ‎0-١‏ 1-8 | الفصل الأول المقومات الاجتماعية................ | 7 - 26 0-01 0-8 | - 107 - ===== Page 114 ===== دستور جمهورية مصر العربية الفهرس اضوع 1 [ اماد [الصفحة] الفصل الخامس: الهينات القضانية................. | 196 - 197 | 80 | القرع الرايع: مجلس الامن القرمى................ | 205 | 86 | الفصل العاشر: المجلس الاعلى لتنظيم الإعلام... | 211 - 213 | 90 | المستقلة والأجهزة الرقابية..................... الباب السادس: الأحكام العامة والانتقالية........ | 222 - 247 | 96 | ال - 108 -,constitution
1,يقصد فى تطبيق أحكام هذا القانون بالكلمات والمصطلحات الآتية المعانى المبينة قرين كل منها :,labor_law
٢,فى تطبيق أحكام هذا القانون تعتبر السنة ( ٣٦٥) يومًا ، والشهر ثلاثون يومًا ما لم يتم الاتفاق على خلاف ذلك .,labor_law
۳,يُعتبر هذا القانون هو القانون العام الذى يحكم علاقات العمل.,labor_law
٤,يُحظر تشغيل العامل سخرة أو جبرًا ، كما يُحظر التحرش أو التنمر أو ممارسة أى عنف لفظى أو جسدى أو نفسى على العامل، وتحدد لائحة تنظيم العمل والجزاءات بالمنشأة الجزاءات التأديبية المقررة لها .,labor_law
5,يُحظر كل عمل أو سلوك أو إجراء يكون من شأنه إحداث تمييز أو تفرقة بين الأشخاص فى التدريب، أو الإعلان عن الوظائف أو شغلها ، أو شروط أو ظروف العمل أو الحقوق والواجبات الناشئة عن عقد العمل ، بسبب الدين أو العقيدة أو الجنس أو الأصل أو العرق أو اللون أو اللغة أو الإعاقة أو المستوى الاجتماعى أو الانتماء السياسى أو النقابى أو الجغرافى أو أى سبب آخر يترتب عليه الإخلال بمبدأ المساواة وتكافؤ الفرص .,labor_law
٦,يقع باطلاً كل شرط أو اتفاق يخالف أحكام هذا القانون، ولو كان سابقًا على العمل به، إذا تضمن انتقاصًا من حقوق العامل المقررة فيه، أو إبراء من حقوق العامل الناشئة عن عقد العمل خلال مدة سريانه، أو خلال ثلاثة أشهر من تاريخ انتهائه.,labor_law
٧,تعفى من الرسوم والمصاريف القضائية فى جميع مراحل التقاضى الدعاوى الناشئة عن المنازعات المتعلقة بأحكام هذا القانون ، التى يرفعها العاملون والمتدرجون ، وعمال التلمذة الصناعية ، أو المستحقون عن هؤلاء ، وللمحكمة فى جميع الأحوال أن تشمل حكمها بالنفاذ المعجل وبلا كفالة ، ولها فى حالة رفض الدعوى أن تحكم على رافعها بالمصروفات كلها أو بعضها .,labor_law
۸,يكون للمبالغ المستحقة للعامل ، أو المستحقين عنه ، والناشئة عن علاقة عمل امتياز على جميع أموال المدين من منقول وعقار ، وتستوفى هذه المبالغ قبل المصروفات القضائية ، والمبالغ المستحقة للخزانة العامة ، ومصروفات الحفظ والترميم وأية مرتبة امتياز مقررة أو تقرر وفقًا لأى قانون آخر .,labor_law
٩,لا يمنع من الوفاء بجميع الالتزامات الناشئة طبقًا لهذا القانون ، حل المنشأة ،أو تصفيتها ، أو إغلاقها ، أو إفلاسها .,labor_law
۱۰,إذا تعدد أصحاب العمل كانوا مسئولين بالتضامن فيما بينهم عن الوفاءبجميع الالتزامات الناشئة عن هذا القانون ، أو لوائح المنشأة المعتمدة ، أو اتفاقيات العمل الجماعية .,labor_law
۱۱,لا يترتب على إدماج المنشأة ، أو تقسيمها ، أو انتقالها بالإرث أو الوصيةأو الهبة أو البيع ولو كان بالمزاد العلني ، أو النزول ، أو الإيجار ، أو غير ذلك من التصرفات إنهاء عقود استخدام عمال المنشأة ، ويكون الخلف مسئولاً بالتضامن مع أصحاب الأعمال السابقين عن تنفيذ جميع الالتزامات الناشئة عن هذه العقود .,labor_law
۱۲,يستحق العاملون الذين تسرى فى شأنهم أحكام هذا القانون علاوة سنوية دورية فى تاريخ استحقاقها لا تقل عن (3٪) من الأجر التأميني ، وتستحق تلك العلاوة بانقضاء سنة من تاريخ التعيين ، أو من تاريخ استحقاق العلاوة الدورية السابقة .وفى حالة تعرض المنشأة لظروف اقتصادية يتعذر معها صرف العلاوة الدورية المشار إليها ، يعرض الأمر على المجلس القومى للأجور للبت فى تخفيضهاأو الإعفاء منها وذلك خلال ثلاثين يومًا من تاريخ عرض الأمر عليه .,labor_law
۱۳,يُصدر الوزير المختص قرارًا بتحديد اختصاص الجهة الإدارية المختصة فى تطبيق أحكام هذا القانون .,labor_law
